timestamp,motion_raw,motion_state,vibration_raw,vibration_state,status
2025-09-10 21:42:44,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:44,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:44,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:44,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:44,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:45,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:46,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:47,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:48,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:49,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:50,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:51,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:52,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:53,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:54,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:55,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:56,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:57,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:58,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:59,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:59,0,LOW,0,LOW,NORMAL
2025-09-10 21:42:59,0,LOW,0,LOW,NORMAL
